* Measurement data measured by REW V5.20.14
* Source: EQ Objectively Neutral IE Tar Filtered
* Format: 
* Dated: Aug 25, 2024 10:19:36 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: -23.0 dB
* Note: Measurement imported from /Users/sharuraudio/Downloads/Objectively Neutral IE Target.txt Format: Comma/Tab/Space delimited data 177 values loaded, 20 Hz to 20,000 Hz  PK       Fc    2000 Hz  Gain  -2.50 dB  Q  2.000 PK       Fc    2700 Hz  Gain  -3.00 dB  Q  2.000 HS Q     Fc    4000 Hz  Gain   1.80 dB Q  0.700 PK       Fc   750.0 Hz  Gain  -0.80 dB  Q  2.000 PK       Fc    3170 Hz  Gain  -0.30 dB  Q  2.000
* Measurement: EQ Objectively Neutral IE Tar
* Smoothing: None
* Frequency Step: 0.25 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB)
14773.702816 58.001
14773.952816 58.001
14774.202816 58.000
14774.452816 58.000
14774.702816 58.000
14774.952816 58.000
14775.202816 57.999
14775.452816 57.999
14775.702816 57.999
14775.952816 57.999
14776.202816 57.999
14776.452816 57.998
14776.702816 57.998
14776.952816 57.998
14777.202816 57.998
14777.452816 57.997
14777.702816 57.997
14777.952816 57.997
14778.202816 57.997
14778.452816 57.996
14778.702816 57.996
14778.952816 57.996
14779.202816 57.996
14779.452816 57.996
14779.702816 57.995
14779.952816 57.995
14780.202816 57.995
14780.452816 57.995
14780.702816 57.994
14780.952816 57.994
14781.202816 57.994
14781.452816 57.994
14781.702816 57.994
14781.952816 57.993
14782.202816 57.993
14782.452816 57.993
14782.702816 57.993
14782.952816 57.992
14783.202816 57.992
14783.452816 57.992
14783.702816 57.992
14783.952816 57.991
14784.202816 57.991
14784.452816 57.991
14784.702816 57.991
14784.952816 57.991
14785.202816 57.990
14785.452816 57.990
14785.702816 57.990
14785.952816 57.990
14786.202816 57.989
14786.452816 57.989
14786.702816 57.989
14786.952816 57.989
14787.202816 57.989
14787.452816 57.988
14787.702816 57.988
14787.952816 57.988
14788.202816 57.988
14788.452816 57.987
14788.702816 57.987
14788.952816 57.987
14789.202816 57.987
14789.452816 57.986
14789.702816 57.986
14789.952816 57.986
14790.202816 57.986
14790.452816 57.986
14790.702816 57.985
14790.952816 57.985
14791.202816 57.985
14791.452816 57.985
14791.702816 57.984
14791.952816 57.984
14792.202816 57.984
14792.452816 57.984
14792.702816 57.983
14792.952816 57.983
14793.202816 57.983
14793.452816 57.983
14793.702816 57.983
14793.952816 57.982
14794.202816 57.982
14794.452816 57.982
14794.702816 57.982
14794.952816 57.981
14795.202816 57.981
14795.452816 57.981
14795.702816 57.981
14795.952816 57.981
14796.202816 57.980
14796.452816 57.980
14796.702816 57.980
14796.952816 57.980
14797.202816 57.979
14797.452816 57.979
14797.702816 57.979
14797.952816 57.979
14798.202816 57.978
14798.452816 57.978
14798.702816 57.978
14798.952816 57.978
14799.202816 57.978
14799.452816 57.977
14799.702816 57.977
14799.952816 57.977
14800.202816 57.977
14800.452816 57.976
14800.702816 57.976
14800.952816 57.976
14801.202816 57.976
14801.452816 57.976
14801.702816 57.975
14801.952816 57.975
14802.202816 57.975
14802.452816 57.975
14802.702816 57.974
14802.952816 57.974
14803.202816 57.974
14803.452816 57.974
14803.702816 57.973
14803.952816 57.973
14804.202816 57.973
14804.452816 57.973
14804.702816 57.973
14804.952816 57.972
14805.202816 57.972
14805.452816 57.972
14805.702816 57.972
14805.952816 57.971
14806.202816 57.971
14806.452816 57.971
14806.702816 57.971
14806.952816 57.971
14807.202816 57.970
14807.452816 57.970
14807.702816 57.970
14807.952816 57.970
14808.202816 57.969
14808.452816 57.969
14808.702816 57.969
14808.952816 57.969
14809.202816 57.968
14809.452816 57.968
14809.702816 57.968
14809.952816 57.968
14810.202816 57.968
14810.452816 57.967
14810.702816 57.967
14810.952816 57.967
14811.202816 57.967
14811.452816 57.966
14811.702816 57.966
14811.952816 57.966
14812.202816 57.966
14812.452816 57.965
14812.702816 57.965
14812.952816 57.965
14813.202816 57.965
14813.452816 57.965
14813.702816 57.964
14813.952816 57.964
14814.202816 57.964
14814.452816 57.964
14814.702816 57.963
14814.952816 57.963
14815.202816 57.963
14815.452816 57.963
14815.702816 57.963
14815.952816 57.962
14816.202816 57.962
14816.452816 57.962
14816.702816 57.962
14816.952816 57.961
14817.202816 57.961
14817.452816 57.961
14817.702816 57.961
14817.952816 57.960
14818.202816 57.960
14818.452816 57.960
14818.702816 57.960
14818.952816 57.960
14819.202816 57.959
14819.452816 57.959
14819.702816 57.959
14819.952816 57.959
14820.202816 57.958
14820.452816 57.958
14820.702816 57.958
14820.952816 57.958
14821.202816 57.958
14821.452816 57.957
14821.702816 57.957
14821.952816 57.957
14822.202816 57.957
14822.452816 57.956
14822.702816 57.956
14822.952816 57.956
14823.202816 57.956
14823.452816 57.955
14823.702816 57.955
14823.952816 57.955
14824.202816 57.955
14824.452816 57.955
14824.702816 57.954
14824.952816 57.954
14825.202816 57.954
14825.452816 57.954
14825.702816 57.953
14825.952816 57.953
14826.202816 57.953
14826.452816 57.953
14826.702816 57.953
14826.952816 57.952
14827.202816 57.952
14827.452816 57.952
14827.702816 57.952
14827.952816 57.951
14828.202816 57.951
14828.452816 57.951
14828.702816 57.951
14828.952816 57.950
14829.202816 57.950
14829.452816 57.950
14829.702816 57.950
14829.952816 57.950
14830.202816 57.949
14830.452816 57.949
14830.702816 57.949
14830.952816 57.949
14831.202816 57.948
14831.452816 57.948
14831.702816 57.948
14831.952816 57.948
14832.202816 57.948
14832.452816 57.947
14832.702816 57.947
14832.952816 57.947
14833.202816 57.947
14833.452816 57.946
14833.702816 57.946
14833.952816 57.946
14834.202816 57.946
14834.452816 57.945
14834.702816 57.945
14834.952816 57.945
14835.202816 57.945
14835.452816 57.945
14835.702816 57.944
14835.952816 57.944
14836.202816 57.944
14836.452816 57.944
14836.702816 57.943
14836.952816 57.943
14837.202816 57.943
14837.452816 57.943
14837.702816 57.943
14837.952816 57.942
14838.202816 57.942
14838.452816 57.942
14838.702816 57.942
14838.952816 57.941
14839.202816 57.941
14839.452816 57.941
14839.702816 57.941
14839.952816 57.940
14840.202816 57.940
14840.452816 57.940
14840.702816 57.940
14840.952816 57.940
14841.202816 57.939
14841.452816 57.939
14841.702816 57.939
14841.952816 57.939
14842.202816 57.938
14842.452816 57.938
14842.702816 57.938
14842.952816 57.938
14843.202816 57.938
14843.452816 57.937
14843.702816 57.937
14843.952816 57.937
14844.202816 57.937
14844.452816 57.936
14844.702816 57.936
14844.952816 57.936
14845.202816 57.936
14845.452816 57.936
14845.702816 57.935
14845.952816 57.935
14846.202816 57.935
14846.452816 57.935
14846.702816 57.934
14846.952816 57.934
14847.202816 57.934
14847.452816 57.934
14847.702816 57.933
14847.952816 57.933
14848.202816 57.933
14848.452816 57.933
14848.702816 57.933
14848.952816 57.932
14849.202816 57.932
14849.452816 57.932
14849.702816 57.932
14849.952816 57.931
14850.202816 57.931
14850.452816 57.931
14850.702816 57.931
14850.952816 57.931
14851.202816 57.930
14851.452816 57.930
14851.702816 57.930
14851.952816 57.930
14852.202816 57.929
14852.452816 57.929
14852.702816 57.929
14852.952816 57.929
14853.202816 57.928
14853.452816 57.928
14853.702816 57.928
14853.952816 57.928
14854.202816 57.928
14854.452816 57.927
14854.702816 57.927
14854.952816 57.927
14855.202816 57.927
14855.452816 57.926
14855.702816 57.926
14855.952816 57.926
14856.202816 57.926
14856.452816 57.926
14856.702816 57.925
14856.952816 57.925
14857.202816 57.925
14857.452816 57.925
14857.702816 57.924
14857.952816 57.924
14858.202816 57.924
14858.452816 57.924
14858.702816 57.923
14858.952816 57.923
14859.202816 57.923
14859.452816 57.923
14859.702816 57.923
14859.952816 57.922
14860.202816 57.922
14860.452816 57.922
14860.702816 57.922
14860.952816 57.921
14861.202816 57.921
14861.452816 57.921
14861.702816 57.921
14861.952816 57.921
14862.202816 57.920
14862.452816 57.920
14862.702816 57.920
14862.952816 57.920
14863.202816 57.919
14863.452816 57.919
14863.702816 57.919
14863.952816 57.919
14864.202816 57.918
14864.452816 57.918
14864.702816 57.918
14864.952816 57.918
14865.202816 57.918
14865.452816 57.917
14865.702816 57.917
14865.952816 57.917
14866.202816 57.917
14866.452816 57.916
14866.702816 57.916
14866.952816 57.916
14867.202816 57.916
14867.452816 57.916
14867.702816 57.915
14867.952816 57.915
14868.202816 57.915
14868.452816 57.915
14868.702816 57.914
14868.952816 57.914
14869.202816 57.914
14869.452816 57.914
14869.702816 57.914
14869.952816 57.913
14870.202816 57.913
14870.452816 57.913
14870.702816 57.913
14870.952816 57.912
14871.202816 57.912
14871.452816 57.912
14871.702816 57.912
14871.952816 57.911
14872.202816 57.911
14872.452816 57.911
14872.702816 57.911
14872.952816 57.911
14873.202816 57.910
14873.452816 57.910
14873.702816 57.910
14873.952816 57.910
14874.202816 57.909
14874.452816 57.909
14874.702816 57.909
14874.952816 57.909
14875.202816 57.909
14875.452816 57.908
14875.702816 57.908
14875.952816 57.908
14876.202816 57.908
14876.452816 57.907
14876.702816 57.907
14876.952816 57.907
14877.202816 57.907
14877.452816 57.906
14877.702816 57.906
14877.952816 57.906
14878.202816 57.906
14878.452816 57.906
14878.702816 57.905
14878.952816 57.905
14879.202816 57.905
14879.452816 57.905
14879.702816 57.904
14879.952816 57.904
14880.202816 57.904
14880.452816 57.904
14880.702816 57.904
14880.952816 57.903
14881.202816 57.903
14881.452816 57.903
14881.702816 57.903
14881.952816 57.902
14882.202816 57.902
14882.452816 57.902
14882.702816 57.902
14882.952816 57.902
14883.202816 57.901
14883.452816 57.901
14883.702816 57.901
14883.952816 57.901
14884.202816 57.900
14884.452816 57.900
14884.702816 57.900
14884.952816 57.900
14885.202816 57.899
14885.452816 57.899
14885.702816 57.899
14885.952816 57.899
14886.202816 57.899
14886.452816 57.898
14886.702816 57.898
14886.952816 57.898
14887.202816 57.898
14887.452816 57.897
14887.702816 57.897
14887.952816 57.897
14888.202816 57.897
14888.452816 57.897
14888.702816 57.896
14888.952816 57.896
14889.202816 57.896
14889.452816 57.896
14889.702816 57.895
14889.952816 57.895
14890.202816 57.895
14890.452816 57.895
14890.702816 57.895
14890.952816 57.894
14891.202816 57.894
14891.452816 57.894
14891.702816 57.894
14891.952816 57.893
14892.202816 57.893
14892.452816 57.893
14892.702816 57.893
14892.952816 57.892
14893.202816 57.892
14893.452816 57.892
14893.702816 57.892
14893.952816 57.892
14894.202816 57.891
14894.452816 57.891
14894.702816 57.891
14894.952816 57.891
14895.202816 57.890
14895.452816 57.890
14895.702816 57.890
14895.952816 57.890
14896.202816 57.890
14896.452816 57.889
14896.702816 57.889
14896.952816 57.889
14897.202816 57.889
14897.452816 57.888
14897.702816 57.888
14897.952816 57.888
14898.202816 57.888
14898.452816 57.887
14898.702816 57.887
14898.952816 57.887
14899.202816 57.887
14899.452816 57.887
14899.702816 57.886
14899.952816 57.886
14900.202816 57.886
14900.452816 57.886
14900.702816 57.885
14900.952816 57.885
14901.202816 57.885
14901.452816 57.885
14901.702816 57.885
14901.952816 57.884
14902.202816 57.884
14902.452816 57.884
14902.702816 57.884
14902.952816 57.883
14903.202816 57.883
14903.452816 57.883
14903.702816 57.883
14903.952816 57.883
14904.202816 57.882
14904.452816 57.882
14904.702816 57.882
14904.952816 57.882
14905.202816 57.881
14905.452816 57.881
14905.702816 57.881
14905.952816 57.881
14906.202816 57.880
14906.452816 57.880
14906.702816 57.880
14906.952816 57.880
14907.202816 57.880
14907.452816 57.879
14907.702816 57.879
14907.952816 57.879
14908.202816 57.879
14908.452816 57.878
14908.702816 57.878
14908.952816 57.878
14909.202816 57.878
14909.452816 57.878
14909.702816 57.877
14909.952816 57.877
14910.202816 57.877
14910.452816 57.877
14910.702816 57.876
14910.952816 57.876
14911.202816 57.876
14911.452816 57.876
14911.702816 57.876
14911.952816 57.875
14912.202816 57.875
14912.452816 57.875
14912.702816 57.875
14912.952816 57.874
14913.202816 57.874
14913.452816 57.874
14913.702816 57.874
14913.952816 57.873
14914.202816 57.873
14914.452816 57.873
14914.702816 57.873
14914.952816 57.873
14915.202816 57.872
14915.452816 57.872
14915.702816 57.872
14915.952816 57.872
14916.202816 57.871
14916.452816 57.871
14916.702816 57.871
14916.952816 57.871
14917.202816 57.871
14917.452816 57.870
14917.702816 57.870
14917.952816 57.870
14918.202816 57.870
14918.452816 57.869
14918.702816 57.869
14918.952816 57.869
14919.202816 57.869
14919.452816 57.869
14919.702816 57.868
14919.952816 57.868
14920.202816 57.868
14920.452816 57.868
14920.702816 57.867
14920.952816 57.867
14921.202816 57.867
14921.452816 57.867
14921.702816 57.866
14921.952816 57.866
14922.202816 57.866
14922.452816 57.866
14922.702816 57.866
14922.952816 57.865
14923.202816 57.865
14923.452816 57.865
14923.702816 57.865
14923.952816 57.864
14924.202816 57.864
14924.452816 57.864
14924.702816 57.864
14924.952816 57.864
14925.202816 57.863
14925.452816 57.863
14925.702816 57.863
14925.952816 57.863
14926.202816 57.862
14926.452816 57.862
14926.702816 57.862
14926.952816 57.862
14927.202816 57.862
14927.452816 57.861
14927.702816 57.861
14927.952816 57.861
14928.202816 57.861
14928.452816 57.860
14928.702816 57.860
14928.952816 57.860
14929.202816 57.860
14929.452816 57.860
14929.702816 57.859
14929.952816 57.859
14930.202816 57.859
14930.452816 57.859
14930.702816 57.858
14930.952816 57.858
14931.202816 57.858
14931.452816 57.858
14931.702816 57.857
14931.952816 57.857
14932.202816 57.857
14932.452816 57.857
14932.702816 57.857
14932.952816 57.856
14933.202816 57.856
14933.452816 57.856
14933.702816 57.856
14933.952816 57.855
14934.202816 57.855
14934.452816 57.855
14934.702816 57.855
14934.952816 57.855
14935.202816 57.854
14935.452816 57.854
14935.702816 57.854
14935.952816 57.854
14936.202816 57.853
14936.452816 57.853
14936.702816 57.853
14936.952816 57.853
14937.202816 57.853
14937.452816 57.852
14937.702816 57.852
14937.952816 57.852
14938.202816 57.852
14938.452816 57.851
14938.702816 57.851
14938.952816 57.851
14939.202816 57.851
14939.452816 57.850
14939.702816 57.850
14939.952816 57.850
14940.202816 57.850
14940.452816 57.850
14940.702816 57.849
14940.952816 57.849
14941.202816 57.849
14941.452816 57.849
14941.702816 57.848
14941.952816 57.848
14942.202816 57.848
14942.452816 57.848
14942.702816 57.848
14942.952816 57.847
14943.202816 57.847
14943.452816 57.847
14943.702816 57.847
14943.952816 57.846
14944.202816 57.846
14944.452816 57.846
14944.702816 57.846
14944.952816 57.846
14945.202816 57.845
14945.452816 57.845
14945.702816 57.845
14945.952816 57.845
14946.202816 57.844
14946.452816 57.844
14946.702816 57.844
14946.952816 57.844
14947.202816 57.844
14947.452816 57.843
14947.702816 57.843
14947.952816 57.843
14948.202816 57.843
14948.452816 57.842
14948.702816 57.842
14948.952816 57.842
14949.202816 57.842
14949.452816 57.841
14949.702816 57.841
14949.952816 57.841
14950.202816 57.841
14950.452816 57.841
14950.702816 57.840
14950.952816 57.840
14951.202816 57.840
14951.452816 57.840
14951.702816 57.839
14951.952816 57.839
14952.202816 57.839
14952.452816 57.839
14952.702816 57.839
14952.952816 57.838
14953.202816 57.838
14953.452816 57.838
14953.702816 57.838
14953.952816 57.837
14954.202816 57.837
14954.452816 57.837
14954.702816 57.837
14954.952816 57.837
14955.202816 57.836
14955.452816 57.836
14955.702816 57.836
14955.952816 57.836
14956.202816 57.835
14956.452816 57.835
14956.702816 57.835
14956.952816 57.835
14957.202816 57.835
14957.452816 57.834
14957.702816 57.834
14957.952816 57.834
14958.202816 57.834
14958.452816 57.833
14958.702816 57.833
14958.952816 57.833
14959.202816 57.833
14959.452816 57.832
14959.702816 57.832
14959.952816 57.832
14960.202816 57.832
14960.452816 57.832
14960.702816 57.831
14960.952816 57.831
14961.202816 57.831
14961.452816 57.831
14961.702816 57.830
14961.952816 57.830
14962.202816 57.830
14962.452816 57.830
14962.702816 57.830
14962.952816 57.829
14963.202816 57.829
14963.452816 57.829
14963.702816 57.829
14963.952816 57.828
14964.202816 57.828
14964.452816 57.828
14964.702816 57.828
14964.952816 57.828
14965.202816 57.827
14965.452816 57.827
14965.702816 57.827
14965.952816 57.827
14966.202816 57.826
14966.452816 57.826
14966.702816 57.826
14966.952816 57.826
14967.202816 57.826
14967.452816 57.825
14967.702816 57.825
14967.952816 57.825
14968.202816 57.825
14968.452816 57.824
14968.702816 57.824
14968.952816 57.824
14969.202816 57.824
14969.452816 57.823
14969.702816 57.823
14969.952816 57.823
14970.202816 57.823
14970.452816 57.823
14970.702816 57.822
14970.952816 57.822
14971.202816 57.822
14971.452816 57.822
14971.702816 57.821
14971.952816 57.821
14972.202816 57.821
14972.452816 57.821
14972.702816 57.821
14972.952816 57.820
14973.202816 57.820
14973.452816 57.820
14973.702816 57.820
14973.952816 57.819
14974.202816 57.819
14974.452816 57.819
14974.702816 57.819
14974.952816 57.819
14975.202816 57.818
14975.452816 57.818
14975.702816 57.818
14975.952816 57.818
14976.202816 57.817
14976.452816 57.817
14976.702816 57.817
14976.952816 57.817
14977.202816 57.817
14977.452816 57.816
14977.702816 57.816
14977.952816 57.816
14978.202816 57.816
14978.452816 57.815
14978.702816 57.815
14978.952816 57.815
14979.202816 57.815
14979.452816 57.814
14979.702816 57.814
14979.952816 57.814
14980.202816 57.814
14980.452816 57.814
14980.702816 57.813
14980.952816 57.813
14981.202816 57.813
14981.452816 57.813
14981.702816 57.812
14981.952816 57.812
14982.202816 57.812
14982.452816 57.812
14982.702816 57.812
14982.952816 57.811
14983.202816 57.811
14983.452816 57.811
14983.702816 57.811
14983.952816 57.810
14984.202816 57.810
14984.452816 57.810
14984.702816 57.810
14984.952816 57.810
14985.202816 57.809
14985.452816 57.809
14985.702816 57.809
14985.952816 57.809
14986.202816 57.808
14986.452816 57.808
14986.702816 57.808
14986.952816 57.808
14987.202816 57.808
14987.452816 57.807
14987.702816 57.807
14987.952816 57.807
14988.202816 57.807
14988.452816 57.806
14988.702816 57.806
14988.952816 57.806
14989.202816 57.806
14989.452816 57.806
14989.702816 57.805
14989.952816 57.805
14990.202816 57.805
14990.452816 57.805
14990.702816 57.804
14990.952816 57.804
14991.202816 57.804
14991.452816 57.804
14991.702816 57.803
14991.952816 57.803
14992.202816 57.803
14992.452816 57.803
14992.702816 57.803
14992.952816 57.802
14993.202816 57.802
14993.452816 57.802
14993.702816 57.802
14993.952816 57.801
14994.202816 57.801
14994.452816 57.801
14994.702816 57.801
14994.952816 57.801
14995.202816 57.800
14995.452816 57.800
14995.702816 57.800
14995.952816 57.800
14996.202816 57.799
14996.452816 57.799
14996.702816 57.799
14996.952816 57.799
14997.202816 57.799
14997.452816 57.798
14997.702816 57.798
14997.952816 57.798
14998.202816 57.798
14998.452816 57.797
14998.702816 57.797
14998.952816 57.797
14999.202816 57.797
14999.452816 57.797
14999.702816 57.796
14999.952816 57.796
15000.202816 57.796
15000.452816 57.796
15000.702816 57.795
15000.952816 57.795
15001.202816 57.795
15001.452816 57.795
15001.702816 57.795
15001.952816 57.794
15002.202816 57.794
15002.452816 57.794
15002.702816 57.794
15002.952816 57.793
15003.202816 57.793
15003.452816 57.793
15003.702816 57.793
15003.952816 57.793
15004.202816 57.792
15004.452816 57.792
15004.702816 57.792
15004.952816 57.792
15005.202816 57.791
15005.452816 57.791
15005.702816 57.791
15005.952816 57.791
15006.202816 57.790
15006.452816 57.790
15006.702816 57.790
15006.952816 57.790
15007.202816 57.790
15007.452816 57.789
15007.702816 57.789
15007.952816 57.789
15008.202816 57.789
15008.452816 57.788
15008.702816 57.788
15008.952816 57.788
15009.202816 57.788
15009.452816 57.788
15009.702816 57.787
15009.952816 57.787
15010.202816 57.787
15010.452816 57.787
15010.702816 57.786
15010.952816 57.786
15011.202816 57.786
15011.452816 57.786
15011.702816 57.786
15011.952816 57.785
15012.202816 57.785
15012.452816 57.785
15012.702816 57.785
15012.952816 57.784
15013.202816 57.784
15013.452816 57.784
15013.702816 57.784
15013.952816 57.784
15014.202816 57.783
15014.452816 57.783
15014.702816 57.783
15014.952816 57.783
15015.202816 57.782
15015.452816 57.782
15015.702816 57.782
15015.952816 57.782
15016.202816 57.782
15016.452816 57.781
15016.702816 57.781
15016.952816 57.781
15017.202816 57.781
15017.452816 57.780
15017.702816 57.780
15017.952816 57.780
15018.202816 57.780
15018.452816 57.780
15018.702816 57.779
15018.952816 57.779
15019.202816 57.779
15019.452816 57.779
15019.702816 57.778
15019.952816 57.778
15020.202816 57.778
15020.452816 57.778
15020.702816 57.777
15020.952816 57.777
15021.202816 57.777
15021.452816 57.777
15021.702816 57.777
15021.952816 57.776
15022.202816 57.776
15022.452816 57.776
15022.702816 57.776
15022.952816 57.775
15023.202816 57.775
15023.452816 57.775
15023.702816 57.775
15023.952816 57.775
15024.202816 57.774
15024.452816 57.774
15024.702816 57.774
15024.952816 57.774
15025.202816 57.773
15025.452816 57.773
15025.702816 57.773
15025.952816 57.773
15026.202816 57.773
15026.452816 57.772
15026.702816 57.772
15026.952816 57.772
15027.202816 57.772
15027.452816 57.771
15027.702816 57.771
15027.952816 57.771
15028.202816 57.771
15028.452816 57.771
15028.702816 57.770
15028.952816 57.770
15029.202816 57.770
15029.452816 57.770
15029.702816 57.769
15029.952816 57.769
15030.202816 57.769
15030.452816 57.769
15030.702816 57.769
15030.952816 57.768
15031.202816 57.768
15031.452816 57.768
15031.702816 57.768
15031.952816 57.767
15032.202816 57.767
15032.452816 57.767
15032.702816 57.767
15032.952816 57.767
15033.202816 57.766
15033.452816 57.766
15033.702816 57.766
15033.952816 57.766
15034.202816 57.765
15034.452816 57.765
15034.702816 57.765
15034.952816 57.765
15035.202816 57.765
15035.452816 57.764
15035.702816 57.764
15035.952816 57.764
15036.202816 57.764
15036.452816 57.763
15036.702816 57.763
15036.952816 57.763
15037.202816 57.763
15037.452816 57.762
15037.702816 57.762
15037.952816 57.762
15038.202816 57.762
15038.452816 57.762
15038.702816 57.761
15038.952816 57.761
15039.202816 57.761
15039.452816 57.761
15039.702816 57.760
15039.952816 57.760
15040.202816 57.760
15040.452816 57.760
15040.702816 57.760
15040.952816 57.759
15041.202816 57.759
15041.452816 57.759
15041.702816 57.759
15041.952816 57.758
15042.202816 57.758
15042.452816 57.758
15042.702816 57.758
15042.952816 57.758
15043.202816 57.757
15043.452816 57.757
15043.702816 57.757
15043.952816 57.757
15044.202816 57.756
15044.452816 57.756
15044.702816 57.756
15044.952816 57.756
15045.202816 57.756
15045.452816 57.755
15045.702816 57.755
15045.952816 57.755
15046.202816 57.755
15046.452816 57.754
15046.702816 57.754
15046.952816 57.754
15047.202816 57.754
15047.452816 57.754
15047.702816 57.753
15047.952816 57.753
15048.202816 57.753
15048.452816 57.753
15048.702816 57.752
15048.952816 57.752
15049.202816 57.752
15049.452816 57.752
15049.702816 57.752
15049.952816 57.751
15050.202816 57.751
15050.452816 57.751
15050.702816 57.751
15050.952816 57.750
15051.202816 57.750
15051.452816 57.750
15051.702816 57.750
15051.952816 57.750
15052.202816 57.749
15052.452816 57.749
15052.702816 57.749
15052.952816 57.749
15053.202816 57.748
15053.452816 57.748
15053.702816 57.748
15053.952816 57.748
15054.202816 57.748
15054.452816 57.747
15054.702816 57.747
15054.952816 57.747
15055.202816 57.747
15055.452816 57.746
15055.702816 57.746
15055.952816 57.746
15056.202816 57.746
15056.452816 57.745
15056.702816 57.745
15056.952816 57.745
15057.202816 57.745
15057.452816 57.745
15057.702816 57.744
15057.952816 57.744
15058.202816 57.744
15058.452816 57.744
15058.702816 57.743
15058.952816 57.743
15059.202816 57.743
15059.452816 57.743
15059.702816 57.743
15059.952816 57.742
15060.202816 57.742
15060.452816 57.742
15060.702816 57.742
15060.952816 57.741
15061.202816 57.741
15061.452816 57.741
15061.702816 57.741
15061.952816 57.741
15062.202816 57.740
15062.452816 57.740
15062.702816 57.740
15062.952816 57.740
15063.202816 57.739
15063.452816 57.739
15063.702816 57.739
15063.952816 57.739
15064.202816 57.739
15064.452816 57.738
15064.702816 57.738
15064.952816 57.738
15065.202816 57.738
15065.452816 57.737
15065.702816 57.737
15065.952816 57.737
15066.202816 57.737
15066.452816 57.737
15066.702816 57.736
15066.952816 57.736
15067.202816 57.736
15067.452816 57.736
15067.702816 57.735
15067.952816 57.735
15068.202816 57.735
15068.452816 57.735
15068.702816 57.735
15068.952816 57.734
15069.202816 57.734
15069.452816 57.734
15069.702816 57.734
15069.952816 57.733
15070.202816 57.733
15070.452816 57.733
15070.702816 57.733
15070.952816 57.733
15071.202816 57.732
15071.452816 57.732
15071.702816 57.732
15071.952816 57.732
15072.202816 57.731
15072.452816 57.731
15072.702816 57.731
15072.952816 57.731
15073.202816 57.731
15073.452816 57.730
15073.702816 57.730
15073.952816 57.730
15074.202816 57.730
15074.452816 57.729
15074.702816 57.729
15074.952816 57.729
15075.202816 57.729
15075.452816 57.729
15075.702816 57.728
15075.952816 57.728
15076.202816 57.728
15076.452816 57.728
15076.702816 57.727
15076.952816 57.727
15077.202816 57.727
15077.452816 57.727
15077.702816 57.727
15077.952816 57.726
15078.202816 57.726
15078.452816 57.726
15078.702816 57.726
15078.952816 57.725
15079.202816 57.725
15079.452816 57.725
15079.702816 57.725
15079.952816 57.725
15080.202816 57.724
15080.452816 57.724
15080.702816 57.724
15080.952816 57.724
15081.202816 57.723
15081.452816 57.723
15081.702816 57.723
15081.952816 57.723
15082.202816 57.722
15082.452816 57.722
15082.702816 57.722
15082.952816 57.722
15083.202816 57.722
15083.452816 57.721
15083.702816 57.721
15083.952816 57.721
15084.202816 57.721
15084.452816 57.720
15084.702816 57.720
15084.952816 57.720
15085.202816 57.720
15085.452816 57.720
15085.702816 57.719
15085.952816 57.719
15086.202816 57.719
15086.452816 57.719
15086.702816 57.718
15086.952816 57.718
15087.202816 57.718
15087.452816 57.718
15087.702816 57.718
15087.952816 57.717
15088.202816 57.717
15088.452816 57.717
15088.702816 57.717
15088.952816 57.716
15089.202816 57.716
15089.452816 57.716
15089.702816 57.716
15089.952816 57.716
15090.202816 57.715
15090.452816 57.715
15090.702816 57.715
15090.952816 57.715
15091.202816 57.714
15091.452816 57.714
15091.702816 57.714
15091.952816 57.714
15092.202816 57.714
15092.452816 57.713
15092.702816 57.713
15092.952816 57.713
15093.202816 57.713
15093.452816 57.712
15093.702816 57.712
15093.952816 57.712
15094.202816 57.712
15094.452816 57.712
15094.702816 57.711
15094.952816 57.711
15095.202816 57.711
15095.452816 57.711
15095.702816 57.710
15095.952816 57.710
15096.202816 57.710
15096.452816 57.710
15096.702816 57.710
15096.952816 57.709
15097.202816 57.709
15097.452816 57.709
15097.702816 57.709
15097.952816 57.708
15098.202816 57.708
15098.452816 57.708
15098.702816 57.708
15098.952816 57.708
15099.202816 57.707
15099.452816 57.707
15099.702816 57.707
15099.952816 57.707
15100.202816 57.706
15100.452816 57.706
15100.702816 57.706
15100.952816 57.706
15101.202816 57.706
15101.452816 57.705
15101.702816 57.705
15101.952816 57.705
15102.202816 57.705
15102.452816 57.704
15102.702816 57.704
15102.952816 57.704
15103.202816 57.704
15103.452816 57.704
15103.702816 57.703
15103.952816 57.703
15104.202816 57.703
15104.452816 57.703
15104.702816 57.702
15104.952816 57.702
15105.202816 57.702
15105.452816 57.702
15105.702816 57.702
15105.952816 57.701
15106.202816 57.701
15106.452816 57.701
15106.702816 57.701
15106.952816 57.700
15107.202816 57.700
15107.452816 57.700
15107.702816 57.700
15107.952816 57.700
15108.202816 57.699
15108.452816 57.699
15108.702816 57.699
15108.952816 57.699
15109.202816 57.698
15109.452816 57.698
15109.702816 57.698
15109.952816 57.698
15110.202816 57.698
15110.452816 57.697
15110.702816 57.697
15110.952816 57.697
15111.202816 57.697
15111.452816 57.696
15111.702816 57.696
15111.952816 57.696
15112.202816 57.696
